11,5,15.9,5,65.3,12.5
30.7,15,47.3,15,107,20
52.9,25,77.6,25,183.6,35
74.1,35,114.1,35,292.5,55
117.1,55,175.8,55,399.8,75
160.2,75,240.4,75,345.2,65
139.2,65,208.3,65,240.7,45
106.4,50,159.4,50,128.4,25
85.8,40,126.7,40,373.6,70
63.1,30,96.2,30,321.1,60
41.5,20,64.3,20,156.2,30
20.8,10,31.6,10,25.1,5
